teff,logg,feh,ao,dao0,dao1,dao2
6400,2.0,-1.0,9.0,1.02,0.97,0.87
6400,2.0,-1.0,9.5,1.15,1.12,1.07
6400,2.0,-1.0,10.0,1.19,1.21,1.22
6400,3.0,-1.0,7.0,0.17,0.16,0.12
6400,3.0,-1.0,7.5,0.32,0.29,0.23
6400,3.0,-1.0,8.0,0.47,0.43,0.37
6400,3.0,-1.0,8.5,0.66,0.60,0.51
6400,3.0,-1.0,9.0,0.82,0.78,0.71
6400,3.0,-1.0,9.5,0.96,0.93,0.87
6400,3.0,-1.0,10.0,0.92,0.94,0.98
6400,4.0,-1.0,7.0,0.11,0.10,0.09
6400,4.0,-1.0,7.5,0.22,0.20,0.17
6400,4.0,-1.0,8.0,0.34,0.31,0.27
6400,4.0,-1.0,8.5,0.47,0.42,0.37
6400,4.0,-1.0,9.0,0.59,0.56,0.50
6400,4.0,-1.0,9.5,0.63,0.63,0.62
6400,4.0,-1.0,10.0,0.61,0.62,0.68
6400,5.0,-1.0,7.0,0.06,0.05,0.05
6400,5.0,-1.0,7.5,0.14,0.12,0.11
6400,5.0,-1.0,8.0,0.19,0.19,0.17
6400,5.0,-1.0,8.5,0.27,0.24,0.22
6400,5.0,-1.0,9.0,0.34,0.32,0.29
6400,5.0,-1.0,9.5,0.38,0.37,0.36
6400,5.0,-1.0,10.0,0.40,0.41,0.42
6400,2.0,-0.8,7.0,0.20,0.17,0.14
6400,2.0,-0.8,7.5,0.39,0.34,0.29
6400,2.0,-0.8,8.0,0.56,0.50,0.43
6400,2.0,-0.8,8.5,0.76,0.72,0.62
6400,2.0,-0.8,9.0,0.99,0.92,0.82
6400,2.0,-0.8,9.5,1.12,1.09,1.03
6400,2.0,-0.8,10.0,1.15,1.16,1.16
6400,3.0,-0.8,7.0,0.16,0.14,0.11
6400,3.0,-0.8,7.5,0.29,0.26,0.22
6400,3.0,-0.8,8.0,0.44,0.39,0.34
6400,3.0,-0.8,8.5,0.62,0.56,0.48
6400,3.0,-0.8,9.0,0.79,0.74,0.67
6400,3.0,-0.8,9.5,0.92,0.88,0.82
6400,3.0,-0.8,10.0,0.90,0.92,0.94
6400,4.0,-0.8,7.0,0.09,0.09,0.08
6400,4.0,-0.8,7.5,0.19,0.17,0.16
6400,4.0,-0.8,8.0,0.31,0.28,0.23
6400,4.0,-0.8,8.5,0.43,0.39,0.34
6400,4.0,-0.8,9.0,0.56,0.53,0.47
6400,4.0,-0.8,9.5,0.62,0.61,0.59
6400,4.0,-0.8,10.0,0.59,0.62,0.66
6400,5.0,-0.8,7.0,0.05,0.04,0.04
6400,5.0,-0.8,7.5,0.11,0.10,0.10
6400,5.0,-0.8,8.0,0.17,0.16,0.14
6400,5.0,-0.8,8.5,0.24,0.22,0.19
6400,5.0,-0.8,9.0,0.32,0.30,0.27
6400,5.0,-0.8,9.5,0.36,0.35,0.34
6400,5.0,-0.8,10.0,0.39,0.40,0.41
6400,2.0,-0.6,7.0,0.19,0.17,0.14
6400,2.0,-0.6,7.5,0.36,0.32,0.26
6400,2.0,-0.6,8.0,0.53,0.47,0.40
6400,2.0,-0.6,8.5,0.74,0.68,0.59
6400,2.0,-0.6,9.0,0.94,0.87,0.79
6400,2.0,-0.6,9.5,1.09,1.06,1.00
6400,2.0,-0.6,10.0,1.11,1.12,1.12
6400,3.0,-0.6,7.0,0.14,0.11,0.09
6400,3.0,-0.6,7.5,0.27,0.22,0.19
6400,3.0,-0.6,8.0,0.41,0.37,0.31
6400,3.0,-0.6,8.5,0.57,0.53,0.45
6400,3.0,-0.6,9.0,0.75,0.69,0.62
6400,3.0,-0.6,9.5,0.87,0.84,0.79
6400,3.0,-0.6,10.0,0.87,0.88,0.91
6400,4.0,-0.6,7.0,0.09,0.08,0.05
6400,4.0,-0.6,7.5,0.17,0.16,0.14
6400,4.0,-0.6,8.0,0.28,0.24,0.20
6400,4.0,-0.6,8.5,0.40,0.36,0.31
6400,4.0,-0.6,9.0,0.53,0.49,0.43
6400,4.0,-0.6,9.5,0.59,0.57,0.56
6400,4.0,-0.6,10.0,0.56,0.59,0.62
6400,5.0,-0.6,7.0,0.04,0.04,0.04
6400,5.0,-0.6,7.5,0.09,0.09,0.09
6400,5.0,-0.6,8.0,0.16,0.14,0.11
6400,5.0,-0.6,8.5,0.22,0.19,0.17
6400,5.0,-0.6,9.0,0.29,0.27,0.23
6400,5.0,-0.6,9.5,0.34,0.33,0.32
6400,5.0,-0.6,10.0,0.38,0.38,0.39
6400,2.0,-0.4,7.0,0.17,0.14,0.11
6400,2.0,-0.4,7.5,0.33,0.29,0.23
6400,2.0,-0.4,8.0,0.49,0.44,0.37
6400,2.0,-0.4,8.5,0.69,0.62,0.54
6400,2.0,-0.4,9.0,0.88,0.81,0.74
6400,2.0,-0.4,9.5,1.03,1.00,0.94
6400,2.0,-0.4,10.0,1.06,1.07,1.07
6400,3.0,-0.4,7.0,0.11,0.10,0.09
6400,3.0,-0.4,7.5,0.23,0.20,0.17
6400,3.0,-0.4,8.0,0.37,0.33,0.28
6400,3.0,-0.4,8.5,0.54,0.48,0.41
6400,3.0,-0.4,9.0,0.69,0.66,0.59
6400,3.0,-0.4,9.5,0.81,0.79,0.74
6400,3.0,-0.4,10.0,0.82,0.85,0.87
6400,4.0,-0.4,7.0,0.06,0.05,0.04
6400,4.0,-0.4,7.5,0.14,0.12,0.10
6400,4.0,-0.4,8.0,0.24,0.22,0.17
6400,4.0,-0.4,8.5,0.36,0.32,0.27
6400,4.0,-0.4,9.0,0.49,0.45,0.39
6400,4.0,-0.4,9.5,0.55,0.54,0.51
6400,4.0,-0.4,10.0,0.54,0.56,0.57
6400,5.0,-0.4,7.0,0.02,0.02,0.02
6400,5.0,-0.4,7.5,0.08,0.06,0.06
6400,5.0,-0.4,8.0,0.12,0.10,0.09
6400,5.0,-0.4,8.5,0.19,0.17,0.14
6400,5.0,-0.4,9.0,0.26,0.23,0.20
6400,5.0,-0.4,9.5,0.31,0.30,0.28
6400,5.0,-0.4,10.0,0.35,0.35,0.36
6400,2.0,-0.2,7.0,0.14,0.12,0.10
6400,2.0,-0.2,7.5,0.30,0.26,0.20
6400,2.0,-0.2,8.0,0.45,0.40,0.34
6400,2.0,-0.2,8.5,0.63,0.57,0.49
6400,2.0,-0.2,9.0,0.81,0.76,0.69
6400,2.0,-0.2,9.5,0.99,0.94,0.87
6400,2.0,-0.2,10.0,1.00,1.00,1.00
6400,3.0,-0.2,7.0,0.09,0.09,0.06
6400,3.0,-0.2,7.5,0.20,0.17,0.14
6400,3.0,-0.2,8.0,0.34,0.30,0.24
6400,3.0,-0.2,8.5,0.49,0.44,0.37
6400,3.0,-0.2,9.0,0.65,0.61,0.54
6400,3.0,-0.2,9.5,0.75,0.73,0.69
6400,3.0,-0.2,10.0,0.78,0.80,0.81
6400,4.0,-0.2,7.0,0.05,0.04,0.04
6400,4.0,-0.2,7.5,0.11,0.10,0.09
6400,4.0,-0.2,8.0,0.20,0.17,0.14
6400,4.0,-0.2,8.5,0.32,0.28,0.23
6400,4.0,-0.2,9.0,0.43,0.40,0.35
6400,4.0,-0.2,9.5,0.50,0.50,0.47
6400,4.0,-0.2,10.0,0.50,0.51,0.54
6400,5.0,-0.2,7.0,0.01,0.01,0.01
6400,5.0,-0.2,7.5,0.05,0.04,0.04
6400,5.0,-0.2,8.0,0.09,0.08,0.06
6400,5.0,-0.2,8.5,0.16,0.14,0.10
6400,5.0,-0.2,9.0,0.22,0.19,0.17
6400,5.0,-0.2,9.5,0.27,0.26,0.23
6400,5.0,-0.2,10.0,0.32,0.32,0.32
6400,2.0,0.0,7.0,0.14,0.11,0.09
6400,2.0,0.0,7.5,0.27,0.22,0.19
6400,2.0,0.0,8.0,0.41,0.36,0.30
6400,2.0,0.0,8.5,0.59,0.53,0.45
6400,2.0,0.0,9.0,0.75,0.71,0.63
6400,2.0,0.0,9.5,0.91,0.87,0.80
6400,2.0,0.0,10.0,0.94,0.94,0.94
6400,3.0,0.0,7.0,0.09,0.08,0.05
6400,3.0,0.0,7.5,0.17,0.16,0.12
6400,3.0,0.0,8.0,0.30,0.27,0.22
6400,3.0,0.0,8.5,0.44,0.40,0.34
6400,3.0,0.0,9.0,0.60,0.56,0.49
6400,3.0,0.0,9.5,0.69,0.67,0.62
6400,3.0,0.0,10.0,0.73,0.74,0.75
6400,4.0,0.0,7.0,0.04,0.04,0.02
6400,4.0,0.0,7.5,0.09,0.09,0.06
6400,4.0,0.0,8.0,0.17,0.14,0.11
6400,4.0,0.0,8.5,0.28,0.23,0.19
6400,4.0,0.0,9.0,0.38,0.35,0.30
6400,4.0,0.0,9.5,0.46,0.44,0.41
6400,4.0,0.0,10.0,0.47,0.48,0.49
6400,5.0,0.0,7.0,0.00,0.00,0.00
6400,5.0,0.0,7.5,0.04,0.04,0.02
6400,5.0,0.0,8.0,0.06,0.05,0.04
6400,5.0,0.0,8.5,0.11,0.10,0.08
6400,5.0,0.0,9.0,0.19,0.17,0.14
6400,5.0,0.0,9.5,0.22,0.22,0.19
6400,5.0,0.0,10.0,0.29,0.28,0.28
6400,2.0,0.2,7.0,0.11,0.09,0.08
6400,2.0,0.2,7.5,0.22,0.19,0.16
6400,2.0,0.2,8.0,0.36,0.32,0.27
6400,2.0,0.2,8.5,0.53,0.47,0.40
6400,2.0,0.2,9.0,0.69,0.65,0.57
6400,2.0,0.2,9.5,0.81,0.79,0.73
6400,2.0,0.2,10.0,0.87,0.88,0.88
6400,3.0,0.2,7.0,0.06,0.05,0.04
6400,3.0,0.2,7.5,0.14,0.12,0.10
6400,3.0,0.2,8.0,0.26,0.22,0.17
6400,3.0,0.2,8.5,0.39,0.35,0.29
6400,3.0,0.2,9.0,0.53,0.49,0.42
6400,3.0,0.2,9.5,0.62,0.61,0.56
6400,3.0,0.2,10.0,0.66,0.67,0.67
6400,4.0,0.2,7.0,0.02,0.02,0.01
6400,4.0,0.2,7.5,0.08,0.06,0.04
6400,4.0,0.2,8.0,0.14,0.11,0.09
6400,4.0,0.2,8.5,0.22,0.19,0.16
6400,4.0,0.2,9.0,0.32,0.29,0.24
6400,4.0,0.2,9.5,0.40,0.38,0.35
6400,4.0,0.2,10.0,0.43,0.43,0.44
6400,5.0,0.2,7.0,0.00,0.00,0.00
6400,5.0,0.2,7.5,0.02,0.01,0.01
6400,5.0,0.2,8.0,0.04,0.04,0.02
6400,5.0,0.2,8.5,0.09,0.08,0.05
6400,5.0,0.2,9.0,0.14,0.12,0.10
6400,5.0,0.2,9.5,0.19,0.17,0.16
6400,5.0,0.2,10.0,0.24,0.23,0.23
6400,2.0,0.4,7.0,0.09,0.09,0.06
6400,2.0,0.4,7.5,0.19,0.17,0.14
6400,2.0,0.4,8.0,0.32,0.29,0.22
6400,2.0,0.4,8.5,0.47,0.42,0.36
6400,2.0,0.4,9.0,0.62,0.57,0.50
6400,2.0,0.4,9.5,0.74,0.71,0.66
6400,2.0,0.4,10.0,0.80,0.80,0.80
6400,3.0,0.4,7.0,0.05,0.04,0.04
6400,3.0,0.4,7.5,0.12,0.10,0.09
6400,3.0,0.4,8.0,0.22,0.19,0.14
6400,3.0,0.4,8.5,0.33,0.30,0.24
6400,3.0,0.4,9.0,0.46,0.42,0.37
6400,3.0,0.4,9.5,0.56,0.54,0.50
6400,3.0,0.4,10.0,0.59,0.59,0.60
6400,4.0,0.4,7.0,0.01,0.01,0.00
6400,4.0,0.4,7.5,0.05,0.04,0.04
6400,4.0,0.4,8.0,0.10,0.09,0.06
6400,4.0,0.4,8.5,0.17,0.16,0.11
6400,4.0,0.4,9.0,0.26,0.23,0.19
6400,4.0,0.4,9.5,0.33,0.32,0.29
6400,4.0,0.4,10.0,0.38,0.38,0.38
6400,5.0,0.4,7.0,0.00,0.00,0.00
6400,5.0,0.4,7.5,0.00,0.00,0.00
6400,5.0,0.4,8.0,0.02,0.01,0.01
6400,5.0,0.4,8.5,0.05,0.04,0.04
6400,5.0,0.4,9.0,0.10,0.09,0.08
6400,5.0,0.4,9.5,0.14,0.14,0.11
6400,5.0,0.4,10.0,0.20,0.19,0.19
6600,2.0,-1.4,7.0,0.27,0.23,0.20
6600,2.0,-1.4,7.5,0.49,0.44,0.38
6600,2.0,-1.4,8.0,0.69,0.63,0.54
6600,2.0,-1.4,8.5,0.91,0.85,0.75
6600,2.0,-1.4,9.0,1.12,1.08,0.98
6600,2.0,-1.4,9.5,1.25,1.23,1.16
6600,2.0,-1.4,10.0,1.25,1.28,1.32
6600,3.0,-1.4,7.0,0.22,0.19,0.17
6600,3.0,-1.4,7.5,0.38,0.34,0.29
6600,3.0,-1.4,8.0,0.55,0.49,0.42
6600,3.0,-1.4,8.5,0.74,0.69,0.60
6600,3.0,-1.4,9.0,0.92,0.87,0.79
6600,3.0,-1.4,9.5,1.02,1.00,0.97
6600,3.0,-1.4,10.0,0.94,0.99,1.03
6600,4.0,-1.4,7.0,0.14,0.12,0.11
6600,4.0,-1.4,7.5,0.26,0.23,0.20
6600,4.0,-1.4,8.0,0.39,0.35,0.31
6600,4.0,-1.4,8.5,0.51,0.48,0.42
6600,4.0,-1.4,9.0,0.63,0.61,0.56
6600,4.0,-1.4,9.5,0.67,0.67,0.66
6600,4.0,-1.4,10.0,0.61,0.63,0.69
6600,5.0,-1.4,7.0,0.09,0.09,0.08
6600,5.0,-1.4,7.5,0.17,0.17,0.16
6600,5.0,-1.4,8.0,0.26,0.23,0.20
6600,5.0,-1.4,8.5,0.33,0.30,0.27
6600,5.0,-1.4,9.0,0.39,0.38,0.35
6600,5.0,-1.4,9.5,0.42,0.41,0.42
6600,5.0,-1.4,10.0,0.42,0.43,0.45
6600,2.0,-1.2,7.0,0.24,0.22,0.19
6600,2.0,-1.2,7.5,0.45,0.41,0.35
6600,2.0,-1.2,8.0,0.66,0.60,0.50
6600,2.0,-1.2,8.5,0.87,0.81,0.72
6600,2.0,-1.2,9.0,1.09,1.03,0.94
6600,2.0,-1.2,9.5,1.23,1.19,1.13
6600,2.0,-1.2,10.0,1.24,1.25,1.27
6600,3.0,-1.2,7.0,0.19,0.17,0.14
6600,3.0,-1.2,7.5,0.36,0.32,0.27
6600,3.0,-1.2,8.0,0.51,0.47,0.40
6600,3.0,-1.2,8.5,0.72,0.66,0.56
6600,3.0,-1.2,9.0,0.90,0.84,0.75
6600,3.0,-1.2,9.5,1.01,1.00,0.94
6600,3.0,-1.2,10.0,0.94,0.99,1.02
6600,4.0,-1.2,7.0,0.14,0.11,0.09
6600,4.0,-1.2,7.5,0.24,0.22,0.19
6600,4.0,-1.2,8.0,0.37,0.33,0.29
6600,4.0,-1.2,8.5,0.50,0.46,0.40
6600,4.0,-1.2,9.0,0.62,0.60,0.55
6600,4.0,-1.2,9.5,0.67,0.67,0.65
6600,4.0,-1.2,10.0,0.62,0.65,0.71
6600,5.0,-1.2,7.0,0.08,0.06,0.05
6600,5.0,-1.2,7.5,0.14,0.14,0.12
6600,5.0,-1.2,8.0,0.22,0.19,0.17
6600,5.0,-1.2,8.5,0.29,0.27,0.23
6600,5.0,-1.2,9.0,0.36,0.34,0.31
6600,5.0,-1.2,9.5,0.39,0.39,0.38
6600,5.0,-1.2,10.0,0.40,0.41,0.43
6600,2.0,-1.0,7.0,0.22,0.19,0.17
6600,2.0,-1.0,7.5,0.42,0.38,0.32
6600,2.0,-1.0,8.0,0.62,0.56,0.47
6600,2.0,-1.0,8.5,0.82,0.76,0.68
6600,2.0,-1.0,9.0,1.04,1.00,0.88
6600,2.0,-1.0,9.5,1.18,1.14,1.10
6600,2.0,-1.0,10.0,1.20,1.22,1.24
6600,3.0,-1.0,7.0,0.17,0.16,0.12
6600,3.0,-1.0,7.5,0.33,0.29,0.23
6600,3.0,-1.0,8.0,0.48,0.44,0.37
6600,3.0,-1.0,8.5,0.68,0.62,0.54
6600,3.0,-1.0,9.0,0.86,0.80,0.73
6600,3.0,-1.0,9.5,0.99,0.96,0.91
6600,3.0,-1.0,10.0,0.94,0.97,1.00
6600,4.0,-1.0,7.0,0.11,0.10,0.09
6600,4.0,-1.0,7.5,0.22,0.19,0.17
6600,4.0,-1.0,8.0,0.35,0.31,0.27
6600,4.0,-1.0,8.5,0.48,0.44,0.38
6600,4.0,-1.0,9.0,0.61,0.57,0.53
6600,4.0,-1.0,9.5,0.66,0.65,0.63
6600,4.0,-1.0,10.0,0.62,0.65,0.69
6600,5.0,-1.0,7.0,0.06,0.05,0.04
6600,5.0,-1.0,7.5,0.14,0.12,0.11
6600,5.0,-1.0,8.0,0.19,0.19,0.16
6600,5.0,-1.0,8.5,0.28,0.24,0.22
6600,5.0,-1.0,9.0,0.35,0.33,0.30
6600,5.0,-1.0,9.5,0.39,0.38,0.37
6600,5.0,-1.0,10.0,0.40,0.41,0.43
6600,2.0,-0.8,7.0,0.19,0.17,0.14
6600,2.0,-0.8,7.5,0.39,0.35,0.29
6600,2.0,-0.8,8.0,0.57,0.50,0.44
6600,2.0,-0.8,8.5,0.79,0.73,0.63
6600,2.0,-0.8,9.0,1.00,0.94,0.84
6600,2.0,-0.8,9.5,1.13,1.11,1.04
6600,2.0,-0.8,10.0,1.15,1.18,1.19
6600,3.0,-0.8,7.0,0.16,0.14,0.10
6600,3.0,-0.8,7.5,0.30,0.26,0.22
6600,3.0,-0.8,8.0,0.45,0.40,0.34
6600,3.0,-0.8,8.5,0.63,0.57,0.49
6600,3.0,-0.8,9.0,0.81,0.75,0.69
6600,3.0,-0.8,9.5,0.94,0.91,0.85
6600,3.0,-0.8,10.0,0.91,0.94,0.97
6600,4.0,-0.8,7.0,0.09,0.09,0.08
6600,4.0,-0.8,7.5,0.19,0.17,0.16
6600,4.0,-0.8,8.0,0.32,0.29,0.23
6600,4.0,-0.8,8.5,0.45,0.41,0.35
6600,4.0,-0.8,9.0,0.59,0.55,0.49
6600,4.0,-0.8,9.5,0.63,0.62,0.61
6600,4.0,-0.8,10.0,0.60,0.62,0.68
6600,5.0,-0.8,7.0,0.05,0.04,0.04
6600,5.0,-0.8,7.5,0.11,0.10,0.09
6600,5.0,-0.8,8.0,0.17,0.17,0.14
6600,5.0,-0.8,8.5,0.26,0.23,0.19
6600,5.0,-0.8,9.0,0.33,0.31,0.28
6600,5.0,-0.8,9.5,0.38,0.37,0.36
6600,5.0,-0.8,10.0,0.40,0.40,0.42
6600,2.0,-0.6,7.0,0.17,0.16,0.12
6600,2.0,-0.6,7.5,0.36,0.32,0.26
6600,2.0,-0.6,8.0,0.54,0.48,0.40
6600,2.0,-0.6,8.5,0.74,0.69,0.59
6600,2.0,-0.6,9.0,0.94,0.88,0.80
6600,2.0,-0.6,9.5,1.09,1.06,1.00
6600,2.0,-0.6,10.0,1.11,1.12,1.12
6600,3.0,-0.6,7.0,0.14,0.11,0.09
6600,3.0,-0.6,7.5,0.27,0.23,0.19
6600,3.0,-0.6,8.0,0.41,0.37,0.31
6600,3.0,-0.6,8.5,0.60,0.54,0.46
6600,3.0,-0.6,9.0,0.75,0.72,0.65
6600,3.0,-0.6,9.5,0.88,0.85,0.80
6600,3.0,-0.6,10.0,0.87,0.90,0.92
6600,4.0,-0.6,7.0,0.09,0.08,0.05
6600,4.0,-0.6,7.5,0.17,0.16,0.12
6600,4.0,-0.6,8.0,0.29,0.26,0.20
6600,4.0,-0.6,8.5,0.41,0.37,0.32
6600,4.0,-0.6,9.0,0.55,0.50,0.45
6600,4.0,-0.6,9.5,0.61,0.60,0.57
6600,4.0,-0.6,10.0,0.57,0.60,0.63
6600,5.0,-0.6,7.0,0.04,0.04,0.02
6600,5.0,-0.6,7.5,0.09,0.09,0.08
6600,5.0,-0.6,8.0,0.16,0.14,0.11
6600,5.0,-0.6,8.5,0.23,0.20,0.17
6600,5.0,-0.6,9.0,0.31,0.29,0.26
6600,5.0,-0.6,9.5,0.36,0.35,0.33
6600,5.0,-0.6,10.0,0.39,0.39,0.41
6600,2.0,-0.4,7.0,0.17,0.14,0.11
6600,2.0,-0.4,7.5,0.33,0.29,0.22
6600,2.0,-0.4,8.0,0.49,0.44,0.37
6600,2.0,-0.4,8.5,0.69,0.63,0.55
6600,2.0,-0.4,9.0,0.88,0.82,0.75
6600,2.0,-0.4,9.5,1.03,1.00,0.94
6600,2.0,-0.4,10.0,1.04,1.07,1.07
6600,3.0,-0.4,7.0,0.11,0.09,0.08
6600,3.0,-0.4,7.5,0.23,0.20,0.17
6600,3.0,-0.4,8.0,0.38,0.34,0.28
6600,3.0,-0.4,8.5,0.55,0.49,0.42
6600,3.0,-0.4,9.0,0.71,0.67,0.60
6600,3.0,-0.4,9.5,0.81,0.80,0.75
6600,3.0,-0.4,10.0,0.82,0.85,0.87
6600,4.0,-0.4,7.0,0.06,0.05,0.04
6600,4.0,-0.4,7.5,0.14,0.12,0.10
6600,4.0,-0.4,8.0,0.24,0.22,0.17
6600,4.0,-0.4,8.5,0.37,0.34,0.28
6600,4.0,-0.4,9.0,0.50,0.47,0.41
6600,4.0,-0.4,9.5,0.56,0.56,0.53
6600,4.0,-0.4,10.0,0.55,0.56,0.60
6600,5.0,-0.4,7.0,0.02,0.02,0.02
6600,5.0,-0.4,7.5,0.08,0.08,0.06
6600,5.0,-0.4,8.0,0.14,0.11,0.09
6600,5.0,-0.4,8.5,0.20,0.17,0.14
6600,5.0,-0.4,9.0,0.28,0.26,0.22
6600,5.0,-0.4,9.5,0.33,0.32,0.30
6600,5.0,-0.4,10.0,0.36,0.37,0.38
6600,2.0,-0.2,7.0,0.14,0.12,0.09
6600,2.0,-0.2,7.5,0.29,0.26,0.20
6600,2.0,-0.2,8.0,0.45,0.40,0.34
6600,2.0,-0.2,8.5,0.63,0.59,0.49
6600,2.0,-0.2,9.0,0.81,0.76,0.69
6600,2.0,-0.2,9.5,0.98,0.94,0.87
6600,2.0,-0.2,10.0,0.99,1.00,1.00
6600,3.0,-0.2,7.0,0.09,0.09,0.06
6600,3.0,-0.2,7.5,0.20,0.17,0.14
6600,3.0,-0.2,8.0,0.34,0.30,0.24
6600,3.0,-0.2,8.5,0.50,0.45,0.38
6600,3.0,-0.2,9.0,0.66,0.62,0.55
6600,3.0,-0.2,9.5,0.75,0.74,0.69
6600,3.0,-0.2,10.0,0.76,0.79,0.81
6600,4.0,-0.2,7.0,0.05,0.04,0.04
6600,4.0,-0.2,7.5,0.12,0.10,0.09
6600,4.0,-0.2,8.0,0.22,0.19,0.14
6600,4.0,-0.2,8.5,0.33,0.30,0.24
6600,4.0,-0.2,9.0,0.45,0.41,0.36
6600,4.0,-0.2,9.5,0.51,0.50,0.49
6600,4.0,-0.2,10.0,0.50,0.53,0.55
6600,5.0,-0.2,7.0,0.01,0.01,0.01
6600,5.0,-0.2,7.5,0.05,0.05,0.04
6600,5.0,-0.2,8.0,0.10,0.09,0.06
6600,5.0,-0.2,8.5,0.17,0.14,0.11
6600,5.0,-0.2,9.0,0.23,0.22,0.19
6600,5.0,-0.2,9.5,0.29,0.28,0.26
6600,5.0,-0.2,10.0,0.33,0.33,0.34
6600,2.0,0.0,7.0,0.12,0.10,0.09
6600,2.0,0.0,7.5,0.26,0.22,0.17
6600,2.0,0.0,8.0,0.41,0.36,0.30
6600,2.0,0.0,8.5,0.59,0.53,0.45
6600,2.0,0.0,9.0,0.75,0.71,0.63
6600,2.0,0.0,9.5,0.90,0.86,0.80
6600,2.0,0.0,10.0,0.93,0.94,0.94
6600,3.0,0.0,7.0,0.09,0.08,0.05
6600,3.0,0.0,7.5,0.17,0.16,0.12
6600,3.0,0.0,8.0,0.30,0.27,0.22
6600,3.0,0.0,8.5,0.45,0.40,0.34
6600,3.0,0.0,9.0,0.61,0.56,0.49
6600,3.0,0.0,9.5,0.69,0.68,0.63
6600,3.0,0.0,10.0,0.71,0.73,0.75
6600,4.0,0.0,7.0,0.04,0.04,0.02
6600,4.0,0.0,7.5,0.10,0.09,0.06
6600,4.0,0.0,8.0,0.19,0.16,0.12
6600,4.0,0.0,8.5,0.29,0.26,0.20
6600,4.0,0.0,9.0,0.40,0.37,0.32
6600,4.0,0.0,9.5,0.48,0.46,0.43
6600,4.0,0.0,10.0,0.48,0.48,0.50
6600,5.0,0.0,7.0,0.00,0.00,0.00
6600,5.0,0.0,7.5,0.04,0.04,0.02
6600,5.0,0.0,8.0,0.08,0.06,0.04
6600,5.0,0.0,8.5,0.14,0.11,0.09
6600,5.0,0.0,9.0,0.19,0.17,0.16
6600,5.0,0.0,9.5,0.24,0.23,0.22
6600,5.0,0.0,10.0,0.30,0.30,0.30
6600,2.0,0.2,7.0,0.11,0.09,0.08
6600,2.0,0.2,7.5,0.22,0.19,0.16
6600,2.0,0.2,8.0,0.36,0.32,0.27
6600,2.0,0.2,8.5,0.53,0.47,0.40
6600,2.0,0.2,9.0,0.69,0.65,0.57
6600,2.0,0.2,9.5,0.81,0.79,0.73
6600,2.0,0.2,10.0,0.86,0.87,0.87
6600,3.0,0.2,7.0,0.06,0.05,0.04
6600,3.0,0.2,7.5,0.16,0.12,0.10
6600,3.0,0.2,8.0,0.26,0.22,0.17
6600,3.0,0.2,8.5,0.39,0.35,0.30
6600,3.0,0.2,9.0,0.54,0.50,0.43
6600,3.0,0.2,9.5,0.62,0.61,0.56
6600,3.0,0.2,10.0,0.65,0.66,0.67
6600,4.0,0.2,7.0,0.02,0.02,0.01
6600,4.0,0.2,7.5,0.08,0.06,0.05
6600,4.0,0.2,8.0,0.14,0.12,0.09
6600,4.0,0.2,8.5,0.23,0.20,0.17
6600,4.0,0.2,9.0,0.34,0.31,0.27
6600,4.0,0.2,9.5,0.41,0.39,0.37
6600,4.0,0.2,10.0,0.43,0.44,0.45
6600,5.0,0.2,7.0,0.00,0.00,0.00
6600,5.0,0.2,7.5,0.02,0.01,0.01
6600,5.0,0.2,8.0,0.05,0.04,0.02
6600,5.0,0.2,8.5,0.09,0.09,0.06
6600,5.0,0.2,9.0,0.16,0.14,0.11
6600,5.0,0.2,9.5,0.19,0.19,0.17
6600,5.0,0.2,10.0,0.26,0.24,0.24
6600,2.0,0.4,7.0,0.09,0.09,0.06
6600,2.0,0.4,7.5,0.19,0.17,0.14
6600,2.0,0.4,8.0,0.32,0.29,0.22
6600,2.0,0.4,8.5,0.47,0.42,0.36
6600,2.0,0.4,9.0,0.62,0.59,0.51
6600,2.0,0.4,9.5,0.74,0.71,0.66
6600,2.0,0.4,10.0,0.78,0.79,0.79
6600,3.0,0.4,7.0,0.05,0.04,0.04
6600,3.0,0.4,7.5,0.12,0.10,0.09
6600,3.0,0.4,8.0,0.22,0.19,0.14
6600,3.0,0.4,8.5,0.34,0.31,0.24
6600,3.0,0.4,9.0,0.47,0.43,0.38
6600,3.0,0.4,9.5,0.56,0.55,0.50
6600,3.0,0.4,10.0,0.57,0.59,0.60
6600,4.0,0.4,7.0,0.01,0.01,0.00
6600,4.0,0.4,7.5,0.05,0.04,0.04
6600,4.0,0.4,8.0,0.11,0.09,0.06
6600,4.0,0.4,8.5,0.19,0.17,0.12
6600,4.0,0.4,9.0,0.28,0.26,0.22
6600,4.0,0.4,9.5,0.35,0.33,0.31
6600,4.0,0.4,10.0,0.39,0.39,0.39
6600,5.0,0.4,7.0,0.00,0.00,0.00
6600,5.0,0.4,7.5,0.01,0.00,0.00
6600,5.0,0.4,8.0,0.04,0.02,0.01
6600,5.0,0.4,8.5,0.06,0.05,0.04
6600,5.0,0.4,9.0,0.11,0.10,0.09
6600,5.0,0.4,9.5,0.16,0.14,0.12
6600,5.0,0.4,10.0,0.22,0.20,0.20
6800,2.0,-1.4,7.0,0.27,0.23,0.20
6800,2.0,-1.4,7.5,0.50,0.45,0.38
6800,2.0,-1.4,8.0,0.72,0.66,0.56
6800,2.0,-1.4,8.5,0.94,0.87,0.78
6800,2.0,-1.4,9.0,1.14,1.10,1.00
